,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS,LINKS
179,Oarchid Hospital,"Kothapet, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/orchid-hospital-dilsukh-nagar
180,L K Hospital,"Malkajgiri, Hyderabad",10.0,50.0,https://www.practo.com/hyderabad/hospital/l-k-healthcare-malkajgiri
181,Sai Sanjeevini Hospitals,"Kothapet, Hyderabad",17.0,120.0,https://www.practo.com/hyderabad/hospital/sai-sanjeevini-hospitals-kothapet
182,Manas Eye Hospital,"Moti Nagar, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/manas-eye-hospital-moti-nagar-1
183,Apollo Hospital,"Secunderabad, Hyderabad",5.0,150.0,https://www.practo.com/hyderabad/hospital/apollo-sugar-clinic-2-secunderabad
184,Basavatarakam Indo American Cancer Hospital & Research Institute,"Banjara Hills, Hyderabad",26.0,,https://www.practo.com/hyderabad/hospital/basavatarakam-indo-american-cancer-hospital-research-institute-banjara-hills-1
185,Maxivision Eye Hospital,"Somajiguda, Hyderabad",6.0,20.0,https://www.practo.com/hyderabad/hospital/maxivision-eye-hospital-somajiguda
186,Sri Devi Maternity & Nursing Home,"Warasiguda, Hyderabad",11.0,50.0,https://www.practo.com/hyderabad/hospital/sridevi-nursing-home-warasiguda
187,NH Malla Reddy Narayan Multispeciality Hospital,"Jeedimetla, Hyderabad",10.0,250.0,https://www.practo.com/hyderabad/hospital/narayana-health-hospital-jeedimetla
188,Cure Multispeciality Hospital,"Padmarao Nagar, Hyderabad",3.0,10.0,https://www.practo.com/hyderabad/hospital/cure-multispeciality-hospital-padmarao-nagar
189,GSN Hospital,"Ameerpet, Hyderabad",3.0,10.0,https://www.practo.com/hyderabad/hospital/gsn-hospital-sr-nagar1
190,V CareMulti Speciality Hospital,"Ameerpet, Hyderabad",2.0,50.0,https://www.practo.com/hyderabad/hospital/v-caremulti-speciality-hospital-ameerpet
191,S.V.K. Hospital,"Jeedimetla, Hyderabad",5.0,,https://www.practo.com/hyderabad/hospital/s-v-k-hospital-jeedimetla
192,Sakhi Maternity & General Care,"Vanasthalipuram, Hyderabad",2.0,15.0,https://www.practo.com/hyderabad/hospital/sakhi-maternity-general-care-vanasthalipuram
193,Swarup Eye Centre -Banjara Hills,"Banjara Hills, Hyderabad",6.0,,https://www.practo.com/hyderabad/hospital/swarup-eye-centre-banjara-hills-banjara-hills
194,Life Line Hospital,"Chandrayangutta, Hyderabad",4.0,,https://www.practo.com/hyderabad/hospital/life-line-hospital-chandrayangutta
195,Micro Care Skin and ENT Hospital,"Jubilee Hills, Hyderabad",1.0,5.0,https://www.practo.com/hyderabad/hospital/micro-care-skin-an-ent-care-banjara-hills
196,Russh Super Specialty Hospital,"Suchitra Circle, Hyderabad",22.0,150.0,https://www.practo.com/hyderabad/hospital/russh-hospital-1-bowenpally
197,Seha Hospital,"Khairatabad, Hyderabad",8.0,,https://www.practo.com/hyderabad/hospital/seha-hospital-khairatabad
198,Happy Children's Hospital,"Chanda Nagar, Hyderabad",2.0,50.0,https://www.practo.com/hyderabad/hospital/happy-children-s-hospital-chanda-nagar
199,Haritha Hospitals,"Kothaguda, Hyderabad",10.0,30.0,https://www.practo.com/hyderabad/hospital/haritha-hospitals-kondapur
200,Suraksha Children Hospital,"Tarnaka, Hyderabad",21.0,50.0,https://www.practo.com/hyderabad/hospital/suraksha-children-s-clinic-tarnaka
201,Parvathi Hospital,"Secunderabad, Hyderabad",10.0,50.0,https://www.practo.com/hyderabad/hospital/parvathi-hospitals-secunderabad
202,SLMS  Hospital,"Nagole, Hyderabad",1.0,6.0,https://www.practo.com/hyderabad/hospital/slms-hospital-nagole
203,Yashoda Hospital,"Secunderabad, Hyderabad",51.0,500.0,https://www.practo.com/hyderabad/hospital/yashoda-hospital-19-secunderabad-1
204,Sri Venkata Sai Nursing Home,"Dilsukhnagar, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/sri-venkata-sai-nursing-home-dilsukh-nagar
205,Care Hospitals,"Secunderabad, Hyderabad",6.0,,https://www.practo.com/hyderabad/hospital/care-hospitals-secunderabad
206,"Radiant Hospital - Institute of Mental Health, Addiction & Rehabilitation","Banjara Hills, Hyderabad",4.0,20.0,https://www.practo.com/hyderabad/hospital/oxygen-institute-of-psychiatry-banjara-hills
207,Geeta Clinic & Maternity Home,"Barkatpura, Hyderabad",2.0,20.0,https://www.practo.com/hyderabad/hospital/geeta-clinic-maternity-home-barkatpura-1
208,Witus Hospital,"Habsiguda, Hyderabad",5.0,,https://www.practo.com/hyderabad/hospital/witus-hospital-habsiguda
209,Sree Maruthi Nursing Home,"West Marredpally, Hyderabad",19.0,50.0,https://www.practo.com/hyderabad/hospital/sree-maruthi-nursing-home-west-marredpally
210,Tulasi Hospitals,"Kushaiguda, Hyderabad",3.0,100.0,https://www.practo.com/hyderabad/hospital/tulasi-hospital-kushaiguda
211,DR A S Rao Nagar Nursing Home,"AS Rao Nagar, Hyderabad",3.0,20.0,https://www.practo.com/hyderabad/hospital/dr-a-s-rao-nagar-nursing-home-ecil
212,Azam Hospital,"Old City, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/azam-hospital-puranapool
213,Sai Shourya's Test Tube Baby Centre,"Kukatpally, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/sai-shourya-hospital-kphb
214,Vijaya Marie Hospital,"Attapur, Hyderabad",1.0,6.0,https://www.practo.com/hyderabad/hospital/vijaya-marie-hospital-attapur
215,Kaba Hospital,"Tolichowki, Hyderabad",4.0,,https://www.practo.com/hyderabad/hospital/kaba-hospital-tolichowki
216,Centre For Sight Superspeciality Eye Hospital,"Banjara Hills, Hyderabad",9.0,10.0,https://www.practo.com/hyderabad/hospital/centre-for-sight-superspeciality-eye-hospital-banjara-hills-1
217,Livlife Hospitals,"Jubilee Hills, Hyderabad",4.0,40.0,https://www.practo.com/hyderabad/hospital/livlife-hospitals-jubilee-hills-1
218,Ankura Children's Hospital,"Madinaguda, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/ankura-childrens-hospital-madinaguda-madinaguda
219,Chaitaya hospital,"Vanasthalipuram, Hyderabad",2.0,10.0,https://www.practo.com/hyderabad/hospital/chaitanya-hospital-vanasthalipuram
220,Bhavya Multispeciality Hospital,"Nagole, Hyderabad",7.0,,https://www.practo.com/hyderabad/hospital/bhavya-multispeciality-hospital-nagole
221,Prashanthi Ortho & Maternity Hospital,"Malkajgiri, Hyderabad",2.0,20.0,https://www.practo.com/hyderabad/hospital/prashanthi-ortho-maternity-hospital-malkajgiri
222,Safe Mother & Child Hospital,"Champapet, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/safe-mother-child-hospital-champapet
223,Vijay Hospital,"Vanasthalipuram, Hyderabad",8.0,,https://www.practo.com/hyderabad/hospital/vijay-hospital-vanasthalipuram
224,Sridhar Multi Speciality Hospital,"Santosh Nagar, Hyderabad",3.0,100.0,https://www.practo.com/hyderabad/hospital/sridhar-multispeciality-hospital-santosh-nagar
225,Sai Bharadwaja Advanced Ayurveda Hospital,"Erragadda, Hyderabad",5.0,10.0,https://www.practo.com/hyderabad/hospital/sai-bharadwaja-advanced-ayurveda-hospital-erragadda
226,3M People's Hospital,"Tolichowki, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/3m-people-s-hospital-tolichowki
227,Narmada Test Tube Baby & Laproscopy Center,"East Marredpally, Hyderabad",5.0,,https://www.practo.com/hyderabad/hospital/narmada-test-tube-baby-laproscopy-center-east-marredpally
228,Challa Dental Wing,"Ameerpet, Hyderabad",1.0,3.0,https://www.practo.com/hyderabad/hospital/challa-dental-wing-ameerpet
229,Bhaskara Hospital,"SR Nagar, Hyderabad",4.0,10.0,https://www.practo.com/hyderabad/hospital/bhaskara-hospital-ameerpet
230,Rise Childrens Hospital,"Attapur, Hyderabad",5.0,,https://www.practo.com/hyderabad/hospital/rise-childrens-hospital-attapur
231,GNR Multi Speciality Hospital,"Alwal, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/gnr-multi-speciality-hospital-alwal
232,Healing Touch Hospital,"Mehdipatnam, Hyderabad",8.0,5.0,https://www.practo.com/hyderabad/hospital/khans-healing-touch-hospital-asif-nagar
233,Neelima Hospital,"Erragadda, Hyderabad",14.0,70.0,https://www.practo.com/hyderabad/hospital/neelima-hospital-moti-nagar
234,Wellness Hospital,"Ameerpet, Hyderabad",1.0,100.0,https://www.practo.com/hyderabad/hospital/wellness-hospital-ameerpet
235,St. Theresa Hospital,"Erragadda, Hyderabad",11.0,150.0,https://www.practo.com/hyderabad/hospital/st-theresa-hospital-erragadda-1
236,Vasan Eye Hospital,"Begumpet, Hyderabad",12.0,20.0,https://www.practo.com/hyderabad/hospital/vasan-eye-clinic-begumpet-begumpet
237,Fernandez Hospital,"Hyderguda, Hyderabad",7.0,,https://www.practo.com/hyderabad/hospital/narmada-children-s-hospital-hyderabad
238,Jayakrishna Hospital,"Ramanthapur, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/shree-jayakrishna-hospital-ramanthapur
239,Sri Sai Kamala Hospital,"Dilsukhnagar, Hyderabad",13.0,50.0,https://www.practo.com/hyderabad/hospital/sri-sai-kamala-hospital-dilsukh-nagar
240,Pulse Hospital,"Padmarao Nagar, Hyderabad",1.0,51.0,https://www.practo.com/hyderabad/hospital/pulse-hospital-padmarao-nagar
241,People's Health Care Hospital,"Secunderabad, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/people-s-health-care-hospital-secunderabad
242,Mantra Kerali Ayurvedic Hospital,"Saroor Nagar, Hyderabad",26.0,5.0,https://www.practo.com/hyderabad/hospital/mantra-kerali-ayurvedic-hospital-champapet
243,Sri Sai Balaji Hospital,"Nagole, Hyderabad",5.0,15.0,https://www.practo.com/hyderabad/hospital/sri-sai-balaji-hospital-lb-nagar
244,Poulomi Hospital,"Kapra, Hyderabad",1.0,120.0,https://www.practo.com/hyderabad/hospital/poulomi-hospital-kapra
245,Sai Preethi Life Line Hospital & Diagnostics,"Mehdipatnam, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/sai-preethi-life-line-hospital-diagnostics-mehdipatnam
246,Krishna Hospital,"Karmanghat, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/krishna-hospital-karmanghat
247,New National Hospital,"Santosh Nagar, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/new-national-hospital-yakutpura
248,Mahesh Hospital  And Research Foundation,"Himayat Nagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/mahesh-hospital-and-research-foundation-himayat-nagar-1
249,Siva Eye Hospital,"Dilsukhnagar, Hyderabad",5.0,10.0,https://www.practo.com/hyderabad/hospital/shiva-eye-clinic-dilsukh-nagar
250,Lazarus Hospital,"Khairatabad, Hyderabad",4.0,,https://www.practo.com/hyderabad/hospital/lazarus-hospital-khairatabad
251,KIMS Bibi Hospital,"Malakpet, Hyderabad",1.0,150.0,https://www.practo.com/hyderabad/hospital/bibi-cancer-hospital-malakpet
252,Bristle Cone Hospital,"Barkatpura, Hyderabad",4.0,,https://www.practo.com/hyderabad/hospital/bristle-cone-hospital-barkatpura
253,Maxivision Super Speciality Eye Hospital,"Madhapur, Hyderabad",8.0,,https://www.practo.com/hyderabad/hospital/maxivision-super-speciality-eye-hospital-madhapur
254,Sigma Hospital ,"Jeedimetla, Hyderabad",1.0,150.0,https://www.practo.com/hyderabad/hospital/sigma-hospital-hyderabad
255,Aware Global Hospital,"Sagar Road, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/aware-global-hospital-sagar-road
256,Sowmya Childrens Hospital,"SR Nagar, Hyderabad",2.0,25.0,https://www.practo.com/hyderabad/hospital/sowmya-childrens-hospital-sr-nagar
257,Raghavendra Orthopaedic and Multispeciality Hospital,"Secunderabad, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/raghavendra-orthopedic-and-multi-speciality-hospital-secunderabad
258,Kishan Rao Hospital,"Tilak Nagar, Hyderabad",2.0,15.0,https://www.practo.com/hyderabad/hospital/kishan-rao-hospital-tilak-nagar
259,Ananda Hospital,"LB Nagar, Hyderabad",57.0,10.0,https://www.practo.com/hyderabad/hospital/ananda-hospital-lb-nagar
260,Vascular Care Centre,"Raj Bhavan Road, Hyderabad",8.0,10.0,https://www.practo.com/hyderabad/hospital/vascular-care-centre-raj-bhavan-road
261,Yashoda Hospital,"Malakpet, Hyderabad",11.0,500.0,https://www.practo.com/hyderabad/hospital/yashoda-hospitals-malakpet-2
262,Apple Hospitals,"Yakutpura, Hyderabad",8.0,50.0,https://www.practo.com/hyderabad/hospital/apple-multi-speciality-hospital-yakutpura
263,Little Stars Children's Hospital,"Panjagutta, Hyderabad",13.0,100.0,https://www.practo.com/hyderabad/hospital/little-stars-childrens-hospital-panjagutta
264,Swapna Healthcare - Miyapur,"Miyapur, Hyderabad",8.0,50.0,https://www.practo.com/hyderabad/hospital/swapna-health-care-kukatpally
265,"Ankura Hospitals, Begumpet","Begumpet, Hyderabad",3.0,80.0,https://www.practo.com/hyderabad/hospital/ankura-hospitals-begumpet-begumpet
266,Krishnaveni Hospital,"Hayathnagar, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/krishnaveni-hospital-hayathnagar
267,Madhava Multispeciality Hospital,"Secunderabad, Hyderabad",1.0,100.0,https://www.practo.com/hyderabad/hospital/madhava-multispeciality-hospital-secunderabad
268,Abhinav Orthopaedic Hospital,"Dilsukhnagar, Hyderabad",2.0,50.0,https://www.practo.com/hyderabad/hospital/abhinav-orthopaedic-hospital-dilsukh-nagar
269,Nimra Hospital,"Falaknuma, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/nimra-multispeciality-hospital-falaknuma
270,Pushpa Maternity And Nursing Home,"Malakpet, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/pushpa-maternity-and-nursing-home-malakpet
271,Sri Bhargavi Hospital,"Moti Nagar, Hyderabad",7.0,15.0,https://www.practo.com/hyderabad/hospital/sri-bhargavi-hospital-moti-nagar
272,Tilaknagar Hospital,"Amberpet, Hyderabad",4.0,25.0,https://www.practo.com/hyderabad/hospital/tilak-nagar-hospital-tilak-nagar
273,Navjeevan Hospitals,"Secunderabad, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/navjeevan-hospitals-secunderabad
274,"MANKINDD - The Gastro, Liver & Pancreas Centre","Himayat Nagar, Hyderabad",2.0,25.0,https://www.practo.com/hyderabad/hospital/mankindd-gastro-liver-pancreas-centre-himayat-nagar
275,Marvel Maternity And Nursing Home,"Chandrayangutta, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/marvel-maternity-and-nursing-home-chandrayangutta
276,Legend Hospital,"Hayathnagar, Hyderabad",10.0,20.0,https://www.practo.com/hyderabad/hospital/legend-hospital-hayathnagar-1
277,Shreyas Hospital ,"Ecil, Hyderabad",2.0,50.0,https://www.practo.com/hyderabad/hospital/shreyas-hospital-kapra
278,Mohammedi Memorial Hospital,"Attapur, Hyderabad",2.0,20.0,https://www.practo.com/hyderabad/hospital/mohammedi-memorial-hospital-kishanbagh
279,Ankura Children's Hospitals,"AS Rao Nagar, Hyderabad",4.0,100.0,https://www.practo.com/hyderabad/hospital/ankura-hospitals-as-rao-nagar-as-rao-nagar-1
280,Maxi Vision Super Speciality Eye Hospital,"Dilsukhnagar, Hyderabad",4.0,15.0,https://www.practo.com/hyderabad/hospital/maxivision-hospital-dilsukh-nagar
281,Sri Ramakrishna Hospital,"Kachiguda, Hyderabad",4.0,15.0,https://www.practo.com/hyderabad/hospital/sri-ramakrishna-hospital-maternity-speciality-nursing-home-kachiguda
282,Sri Balaji Nursing Home,"Uppal, Hyderabad",1.0,30.0,https://www.practo.com/hyderabad/hospital/sri-balaji-nursing-home-uppal
283,Sri Tirumala Maternity & Nursing Home,"Vidyanagar, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/sri-venkataramana-nursing-home-padmarao-nagar
284,M M Hospital & Maternity Centre,"Mehdipatnam, Hyderabad",2.0,30.0,https://www.practo.com/hyderabad/hospital/m-m-hospital-maternity-centre-mehdipatnam
285,ADRM Multispeciality Hospital,"Ramanthapur, Hyderabad",5.0,,https://www.practo.com/hyderabad/hospital/adrm-multispeciality-hospital-ramanthapur
286,Saicharan Hospital,"Ramanthapur, Hyderabad",2.0,10.0,https://www.practo.com/hyderabad/hospital/saicharan-hospital-ramanthapur
287,G.S.R Hospitals,"Saidabad, Hyderabad",3.0,,https://www.practo.com/hyderabad/hospital/g-s-r-hospitals-saidabad
288,Suncity Nursing Home,"Langer House, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/suncity-nursing-home-langer-house
289,Saaol Heart Center,"Himayat Nagar, Hyderabad",4.0,,https://www.practo.com/hyderabad/hospital/saaol-heart-centre-himayat-nagar
290,Unik Care Hospital,"Mallepally, Hyderabad",47.0,20.0,https://www.practo.com/hyderabad/hospital/unik-care-hospital-mallepally
291,Swetha Hospital,"Khairatabad, Hyderabad",1.0,12.0,https://www.practo.com/hyderabad/hospital/swetha-hospital-khairatabad
292,Sri Nitya Hospitals,"Vanasthalipuram, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/sri-nitya-hospitals-vanasthalipuram
293,Bhaskara Hospital,"Jeedimetla, Hyderabad",4.0,,https://www.practo.com/hyderabad/hospital/bhaskara-hospital-jeedimetla
294,Citizens Specialty Hospitals,"Lingampally, Hyderabad",7.0,250.0,https://www.practo.com/hyderabad/hospital/citizens-hospital-lingampally-4
295,Vijaya Vamsi Hospital,"Somajiguda, Hyderabad",14.0,10.0,https://www.practo.com/hyderabad/hospital/vijaya-vamsi-hospital-punjagutta
296,Apollo Hospitals,"Jubilee Hills, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/apollohospitals-jubilee-hills-1
297,Princess Durru Shehvar Hospital - Porani Haveli,"Charminar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/princess-durru-shehvar-hospital-porani-haveli-charminar
298,Swapna Hospital,"Dilsukhnagar, Hyderabad",14.0,59.0,https://www.practo.com/hyderabad/hospital/swapna-hospitals-dilsukh-nagar-1
299,Datta Saanvi Hospitals,"Old Bowenpally, Hyderabad",1.0,25.0,https://www.practo.com/hyderabad/hospital/datta-saanvi-hospitals-secunderabad
300,Jeevan Sai Hospital,"Vanasthalipuram, Hyderabad",53.0,15.0,https://www.practo.com/hyderabad/hospital/jeevan-sai-hospital-vanasthalipuram
301,Sri Venkateswara Ayurvedic Hospital,"Yousufguda, Hyderabad",5.0,10.0,https://www.practo.com/hyderabad/hospital/sri-venkateswara-ayurvedic-hospital-yousufguda
302,Kamineni Hospitals,"King Koti, Hyderabad",1.0,150.0,https://www.practo.com/hyderabad/hospital/kamineni-hospitals-hyderguda-1
303,Aarogya Hospital,"Nampally, Hyderabad",3.0,30.0,https://www.practo.com/hyderabad/hospital/aarogya-hospital-hyderabad
304,Yashoda Hospital,"Somajiguda, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/yashoda-hospital-19-somajiguda-1
305,Zoi Hospitals,"Somajiguda, Hyderabad",1.0,104.0,https://www.practo.com/hyderabad/hospital/zoi-hospitals-somajiguda-2
306,Hyderabad Urology And Andrology Center,"Kothapet, Hyderabad",1.0,25.0,https://www.practo.com/hyderabad/hospital/hyderabad-urology-and-andrology-center-kothapet
307,Abhaya BBC Children Hopsital,"Vidyanagar, Hyderabad",32.0,,https://www.practo.com/hyderabad/hospital/abhaya-bbc-children-hopsital-vidyanagar
308,"Dr. Sreedhar's Kidney, Gyn and IVF Hospital","Mehdipatnam, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/dr-sreedhar-s-kidney-gyn-and-ivf-hospital-mehdipatnam
309,Mother  And  Child Clinic,"Malakpet, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/mother-and-child-clinic-malakpet
310,Githa Nature Cure & Yoga Hospital,"Kothapet, Hyderabad",1.0,5.0,https://www.practo.com/hyderabad/hospital/githa-nature-cure-yoga-hospital-dilsukh-nagar
311,Thumbay Hospital New Life,"Malakpet, Hyderabad",5.0,150.0,https://www.practo.com/hyderabad/hospital/thumbay-hospital-new-life-malakpet
312,KS Hospital,"Old Bowenpally, Hyderabad",21.0,,https://www.practo.com/hyderabad/hospital/ks-hospital-old-bowenpally
313,Venus Mother & Child Hospital,"Lal Bazaar, Hyderabad",2.0,15.0,https://www.practo.com/hyderabad/hospital/venus-hospital-trimulgherry
314,Amrutha Hospital,"Vidyanagar, Hyderabad",38.0,10.0,https://www.practo.com/hyderabad/hospital/amrutha-hospital-vidyanagar
315,New Life Line Multi speciality Hospital,"Kapra, Hyderabad",4.0,25.0,https://www.practo.com/hyderabad/hospital/new-life-line-multi-speciality-hospital-kapra
316,Virinchi Hospitals,"Banjara Hills, Hyderabad",1.0,600.0,https://www.practo.com/hyderabad/hospital/virinchi-hospitals-banjara-hills-1
317,Sudha Hospitals,"Malkajgiri, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/sudha-hospitals-malkajgiri
318,Maxcure Hospitals,"Saifabad, Hyderabad",7.0,200.0,https://www.practo.com/hyderabad/hospital/maxcure-hospitals-1-adarsh-nagar
319,Srinivasa Hospital,"Hayathnagar, Hyderabad",1.0,30.0,https://www.practo.com/hyderabad/hospital/srinivasa-hospital-1-hayathnagar
320,Nandini Hospitals,"Sainikpuri, Hyderabad",3.0,30.0,https://www.practo.com/hyderabad/hospital/nandini-hospitals-sainikpuri
321,Prerana Hospital ,"Kukatpally, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/prerana-hospital-kukatpally
322,Navodaya Hospitals,"Secunderabad, Hyderabad",9.0,50.0,https://www.practo.com/hyderabad/hospital/navodaya-hospital-for-women-and-children-paradise
323,SVK Hospital,"Jeedimetla, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/svk-hospital-jeedimetla
324,Raksha Hospital,"LB Nagar, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/raksha-hospital-lb-nagar
325,Susheela Hospital,"Ramanthapur, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/susheela-hospital-ramanthapur
326,Vignesh Nursing Home,"Kukatpally, Hyderabad",25.0,30.0,https://www.practo.com/hyderabad/hospital/vignesh-nursing-home-kukatpally-1
327,Sushrutha Hospital,"SR Nagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/sushrutha-hospital-sr-nagar
328,Sunrich Hospital,"Erragadda, Hyderabad",11.0,,https://www.practo.com/hyderabad/hospital/sunrich-hospital-erragadda
329,Bhagyalatha Hospital - Eye Unit,"Vanasthalipuram, Hyderabad",12.0,15.0,https://www.practo.com/hyderabad/hospital/bhagyalatha-hospital-eye-unit-vanasthalipuram
330,Srikara Hospitals,"Miyapur, Hyderabad",2.0,200.0,https://www.practo.com/hyderabad/hospital/srikara-hospitals-mythri-nagar-madinaguda-miyapur-miyapur
331,Retreat Hospital,"Malakpet, Hyderabad",5.0,20.0,https://www.practo.com/hyderabad/hospital/retreat-hospital-malakpet
332,Sharada Eye Care,"Vanasthalipuram, Hyderabad",43.0,,https://www.practo.com/hyderabad/hospital/sharada-eye-care-vanasthalipuram
333,Swasa Hospital,"Himayat Nagar, Hyderabad",6.0,,https://www.practo.com/hyderabad/hospital/swasa-hospital-himayat-nagar
334,Neelima Hospital,"Sanath Nagar, Hyderabad",1.0,150.0,https://www.practo.com/hyderabad/hospital/neelima-hospitals-sanath-nagar
335,Konark Hospital,"Jeedimetla, Hyderabad",11.0,100.0,https://www.practo.com/hyderabad/hospital/konark-hospital-3-jeedimetla
336,Lahari Super Speciality Dental Hospital,"Nizampet, Hyderabad",20.0,,https://www.practo.com/hyderabad/hospital/lahari-super-speciality-dental-hospital-kukatpally
337,"Dental & Maxillofacial Surgery Centre , Apollo DRDO Hospital","Kanchanbagh, Hyderabad",3.0,,https://www.practo.com/hyderabad/hospital/apollo-dental-and-maxillofacial-surgery-centre-kanchanbagh
338,Olive Hospital,"Mehdipatnam, Hyderabad",12.0,100.0,https://www.practo.com/hyderabad/hospital/olive-hospital-mehdipatnam-3-mehdipatnam
339,Vasan Eye Care (Dilsukh Nagar),"Dilsukhnagar, Hyderabad",4.0,,https://www.practo.com/hyderabad/hospital/vasan-eye-care-dilsukh-nagar-dilsukh-nagar
340,Sudha Nursing Home,"Safilguda, Hyderabad",7.0,25.0,https://www.practo.com/hyderabad/hospital/sudha-nursing-home-1-ecil
341,Medisys Hospitals,"LB Nagar, Hyderabad",2.0,250.0,https://www.practo.com/hyderabad/hospital/medisys-hospitals-lb-nagar-1
342,Apollo Spectra Hospital,"Kothaguda, Hyderabad",5.0,21.0,https://www.practo.com/hyderabad/hospital/apollo-spectra-hospital-6-kothaguda
343,Smile Miles Dental Hospital,"Begumpet, Hyderabad",4.0,,https://www.practo.com/hyderabad/hospital/smile-miles-dental-hospital-begumpet-1
344,Birthright By Rainbow,"Banjara Hills, Hyderabad",6.0,150.0,https://www.practo.com/hyderabad/hospital/rainbow-children-s-hospital-4-banjara-hills
345,Rainbow Children's Hospital,"Madhapur, Hyderabad",4.0,25.0,https://www.practo.com/hyderabad/hospital/rainbow-children-s-hospital-5-madhapur-2
346,Swathi Hospital,"Banjara Hills, Hyderabad",4.0,30.0,https://www.practo.com/hyderabad/hospital/swathi-hospital-banjara-hills
347,Centre for Sight - Kukatpally,"Kukatpally, Hyderabad",9.0,,https://www.practo.com/hyderabad/hospital/center-for-sight-kukatpally
348,Birthright By Rainbow,"Vikrampuri Colony, Hyderabad",5.0,60.0,https://www.practo.com/hyderabad/hospital/rainbow-children-s-hospital-birthright-by-rainbow-vikrampuri-colony
349,Rainbow Children's Hospital,"Hyder Nagar, Hyderabad",6.0,80.0,https://www.practo.com/hyderabad/hospital/rainbow-children-s-hospital-5-hyder-nagar
350,Femina Womens Hospital,"Banjara Hills, Hyderabad",3.0,50.0,https://www.practo.com/hyderabad/hospital/femina-women-s-hospital-banjara-hills
351,Birthright By Rainbow,"Madhapur, Hyderabad",8.0,,https://www.practo.com/hyderabad/hospital/rainbow-children-s-clinic-rainbow-birthright-clinic-madhapur
352,Pumega Hospital	,"Erragadda, Hyderabad",15.0,,https://www.practo.com/hyderabad/hospital/pumega-hospital-erragadda
353,Rise Children Hospital ,"Mehdipatnam, Hyderabad",7.0,100.0,https://www.practo.com/hyderabad/hospital/rise-children-hospital-mehdipatnam-1
354, Vivek Hospital ,"Saidabad, Hyderabad",57.0,,https://www.practo.com/hyderabad/hospital/vivek-hospital-saidabad-1
355,Innova Hospital And Research Centre,"Tarnaka, Hyderabad",13.0,100.0,https://www.practo.com/hyderabad/hospital/innova-hospital-tarnaka-1
356,Max Vision Eye Hospital,"Kukatpally, Hyderabad",7.0,10.0,https://www.practo.com/hyderabad/hospital/max-vision-eye-hospital-kukatpally
357,Induss Hospital,"Dilsukhnagar, Hyderabad",35.0,100.0,https://www.practo.com/hyderabad/hospital/induss-hospital-dilsukh-nagar
358,American Oncology Institute,"Lingampally, Hyderabad",8.0,50.0,https://www.practo.com/hyderabad/hospital/american-oncology-institute-lingampally
359,Rainbow Children's Hospital,"Vikrampuri Colony, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/rainbow-children-s-hospital-5-vikrampuri-colony
360,The Deccan Hospital,"Somajiguda, Hyderabad",1.0,200.0,https://www.practo.com/hyderabad/hospital/the-deccan-hospital-somajiguda
361,Rainbow Children's Hospital,"Banjara Hills, Hyderabad",1.0,70.0,https://www.practo.com/hyderabad/hospital/rainbow-children-s-hospital-5-banjara-hills
